,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass,distanceSumHi,distanceSumLow,differentialDistanceFromRoof65,differentialDistanceFromRoof67,differentialDistanceFromRoof57
362,53.4,55.57,55.13,52.1,51.71,52.6,107.89,WALL_BALL,108.97,107.23,0.8900000000000006,-55.29,-56.18
363,53.83,55.6,55.14,52.53,51.29,51.7,111.39,WALL_BALL,109.43,107.67,0.4100000000000037,-59.69,-60.1
364,53.4,55.97,55.08,52.22,51.17,51.74,109.09,WALL_BALL,109.37,107.3,0.5700000000000003,-57.35,-57.92
365,53.41,55.63,54.76,52.12,51.24,52.51,108.74,WALL_BALL,109.03999999999999,106.88,1.269999999999996,-56.23,-57.49999999999999
386,48.85,51.26,51.04,48.25,25.45,26.21,1.34,RECTANGULAR_BOX,100.11,99.28999999999999,0.7600000000000016,24.87,24.11
387,48.49,51.12,51.45,48.21,25.38,26.71,6.36,RECTANGULAR_BOX,99.61,99.66,1.3300000000000018,20.35,19.02
388,47.41,51.27,51.42,48.2,25.39,26.31,117.96,RECTANGULAR_BOX,98.68,99.62,0.9199999999999982,-91.64999999999999,-92.57
389,48.44,50.83,51.01,48.17,25.44,26.79,17.9,RECTANGULAR_BOX,99.27,99.18,1.3499999999999979,8.89,7.540000000000003
390,48.45,50.85,51.47,48.21,25.45,26.32,56.47,RECTANGULAR_BOX,99.30000000000001,99.68,0.870000000000001,-30.15,-31.02
391,48.4,51.28,51.45,48.2,25.47,26.64,113.03,RECTANGULAR_BOX,99.68,99.65,1.1700000000000017,-86.39,-87.56
392,48.46,50.86,51.03,48.64,25.41,26.73,112.76,RECTANGULAR_BOX,99.32,99.67,1.3200000000000003,-86.03,-87.35000000000001
393,49.21,51.2,51.37,48.23,25.42,26.64,109.32,RECTANGULAR_BOX,100.41,99.6,1.2199999999999989,-82.67999999999999,-83.89999999999999
394,48.39,50.81,51.04,48.16,25.8,26.28,110.1,RECTANGULAR_BOX,99.2,99.19999999999999,0.4800000000000004,-83.82,-84.3
395,48.48,50.73,50.99,48.24,24.94,26.75,110.4,RECTANGULAR_BOX,99.21,99.23,1.8099999999999987,-83.65,-85.46000000000001
433,17.25,16.86,17.08,16.44,51.43,26.94,111.72,SOAP_BOTTLE_FRONT,34.11,33.519999999999996,-24.49,-84.78,-60.29
434,17.32,16.84,16.59,16.37,51.44,26.88,109.47,SOAP_BOTTLE_FRONT,34.16,32.96,-24.56,-82.59,-58.03
435,17.3,16.85,17.07,16.47,51.43,57.2,109.12,SOAP_BOTTLE_FRONT,34.150000000000006,33.54,5.770000000000003,-51.92,-57.690000000000005
436,17.3,16.87,17.08,16.43,51.07,26.88,29.24,SOAP_BOTTLE_FRONT,34.17,33.51,-24.19,-2.3599999999999994,21.830000000000002
437,17.23,16.88,17.04,16.43,53.25,26.87,112.69,SOAP_BOTTLE_FRONT,34.11,33.47,-26.38,-85.82,-59.44
438,17.33,16.9,17.02,16.38,51.09,26.86,52.27,SOAP_BOTTLE_FRONT,34.23,33.4,-24.230000000000004,-25.410000000000004,-1.1799999999999997
439,17.26,16.8,16.55,16.43,51.47,26.85,46.13,SOAP_BOTTLE_FRONT,34.06,32.980000000000004,-24.619999999999997,-19.28,5.339999999999996
440,17.3,16.93,16.52,16.47,51.09,26.44,109.93,SOAP_BOTTLE_FRONT,34.230000000000004,32.989999999999995,-24.650000000000002,-83.49000000000001,-58.84
441,17.27,16.83,16.6,16.44,51.06,26.5,77.95,SOAP_BOTTLE_FRONT,34.099999999999994,33.040000000000006,-24.560000000000002,-51.45,-26.89
442,17.22,16.89,16.52,16.47,51.45,26.85,113.27,SOAP_BOTTLE_FRONT,34.11,32.989999999999995,-24.6,-86.41999999999999,-61.81999999999999
443,17.28,16.85,17.02,16.41,51.02,57.16,113.26,SOAP_BOTTLE_FRONT,34.13,33.43,6.1399999999999935,-56.10000000000001,-62.24
444,20.13,17.21,17.8,20.45,50.84,41.71,105.76,BEAN_CAN,37.34,38.25,-9.130000000000003,-64.05000000000001,-54.92
445,20.22,17.28,18.12,19.32,50.8,42.08,118.56,BEAN_CAN,37.5,37.44,-8.719999999999999,-76.48,-67.76
446,19.74,17.19,17.88,18.62,50.41,41.63,111.95,BEAN_CAN,36.93,36.5,-8.779999999999994,-70.32,-61.540000000000006
447,20.15,17.21,17.74,19.33,50.78,41.68,108.6,BEAN_CAN,37.36,37.06999999999999,-9.100000000000001,-66.91999999999999,-57.81999999999999
448,19.7,17.25,17.81,19.34,50.78,42.04,108.47,BEAN_CAN,36.95,37.15,-8.740000000000002,-66.43,-57.69
449,19.77,17.22,17.73,19.33,50.71,41.71,107.86,BEAN_CAN,36.989999999999995,37.06,-9.0,-66.15,-57.15
450,19.82,17.26,17.76,19.33,50.81,42.05,113.29,BEAN_CAN,37.08,37.09,-8.760000000000005,-71.24000000000001,-62.480000000000004
451,19.75,17.28,17.81,18.92,50.73,41.99,106.99,BEAN_CAN,37.03,36.730000000000004,-8.739999999999995,-65.0,-56.26
452,19.73,17.2,17.8,19.37,49.99,42.13,112.58,BEAN_CAN,36.93,37.17,-7.859999999999999,-70.44999999999999,-62.589999999999996
453,19.77,17.23,17.74,18.92,50.66,42.08,80.55,BEAN_CAN,37.0,36.66,-8.579999999999998,-38.47,-29.89
454,19.72,17.17,17.85,19.31,52.24,42.1,106.43,BEAN_CAN,36.89,37.16,-10.14,-64.33000000000001,-54.190000000000005
455,18.44,18.26,18.79,17.44,32.63,52.82,108.85,SQUARE_MILK_45,36.7,36.230000000000004,20.189999999999998,-56.029999999999994,-76.22
456,18.48,18.27,18.85,17.39,32.7,52.43,74.68,SQUARE_MILK_45,36.75,36.24,19.729999999999997,-22.250000000000007,-41.980000000000004
457,18.55,18.27,18.41,17.45,32.69,52.36,108.53,SQUARE_MILK_45,36.82,35.86,19.67,-56.17,-75.84
458,18.43,18.21,18.79,17.47,32.6,52.91,107.86,SQUARE_MILK_45,36.64,36.26,20.309999999999995,-54.95,-75.25999999999999
459,18.53,18.32,18.34,17.44,31.19,52.43,107.71,SQUARE_MILK_45,36.85,35.78,21.24,-55.279999999999994,-76.52
460,18.48,18.29,18.43,17.48,33.08,52.44,83.34,SQUARE_MILK_45,36.769999999999996,35.91,19.36,-30.900000000000006,-50.260000000000005
461,18.52,18.24,18.81,17.45,32.67,52.82,113.65,SQUARE_MILK_45,36.76,36.26,20.15,-60.830000000000005,-80.98
462,18.44,18.27,18.41,17.42,32.64,52.8,93.23,SQUARE_MILK_45,36.71,35.83,20.159999999999997,-40.43000000000001,-60.59
463,18.49,18.2,18.84,17.4,32.54,52.36,112.62,SQUARE_MILK_45,36.69,36.239999999999995,19.82,-60.260000000000005,-80.08000000000001
464,18.45,19.32,18.77,17.46,32.6,52.34,112.37,SQUARE_MILK_45,37.769999999999996,36.230000000000004,19.740000000000002,-60.03,-79.77000000000001
465,18.49,18.31,18.35,17.47,33.01,52.77,110.56,SQUARE_MILK_45,36.8,35.82,19.760000000000005,-57.79,-77.55000000000001
466,18.44,18.2,18.82,17.5,33.05,52.87,111.24,SQUARE_MILK_45,36.64,36.32,19.82,-58.37,-78.19
467,18.4,18.27,18.76,16.27,32.6,52.38,112.22,SQUARE_MILK_45,36.67,35.03,19.78,-59.839999999999996,-79.62
468,18.47,18.26,18.74,17.39,32.65,52.42,106.99,SQUARE_MILK_45,36.730000000000004,36.129999999999995,19.770000000000003,-54.56999999999999,-74.34
469,18.51,18.29,18.81,17.46,32.6,52.39,108.78,SQUARE_MILK_45,36.8,36.269999999999996,19.79,-56.39,-76.18
470,18.47,19.1,18.78,17.49,32.62,52.39,107.73,SQUARE_MILK_45,37.57,36.269999999999996,19.770000000000003,-55.34,-75.11000000000001
471,18.51,18.27,18.81,17.51,32.61,52.44,29.96,SQUARE_MILK_45,36.78,36.32,19.83,22.479999999999997,2.6499999999999986
472,18.47,18.24,18.82,17.44,32.66,52.82,21.7,SQUARE_MILK_45,36.709999999999994,36.260000000000005,20.160000000000004,31.12,10.959999999999997
473,18.49,18.35,18.87,17.5,32.61,52.31,119.21,SQUARE_MILK_45,36.84,36.370000000000005,19.700000000000003,-66.89999999999999,-86.6
474,18.48,18.19,18.81,17.5,32.65,51.81,107.05,SQUARE_MILK_45,36.67,36.31,19.160000000000004,-55.239999999999995,-74.4
475,18.48,18.18,18.42,17.46,32.66,52.41,37.49,SQUARE_MILK_45,36.66,35.88,19.75,14.919999999999995,-4.830000000000005
476,18.44,17.29,18.81,17.51,32.48,33.56,107.26,SQUARE_MILK_45,35.730000000000004,36.32,1.0800000000000054,-73.7,-74.78
477,40.3,19.77,38.51,49.06,30.95,57.67,109.99,SQUARE_MILK_90,60.06999999999999,87.57,26.720000000000002,-52.31999999999999,-79.03999999999999
478,40.84,19.63,39.02,49.95,30.91,57.15,105.92,SQUARE_MILK_90,60.47,88.97,26.24,-48.77,-75.01
479,41.19,19.63,39.64,49.52,30.88,58.42,111.83,SQUARE_MILK_90,60.81999999999999,89.16,27.540000000000003,-53.41,-80.95
480,41.19,19.66,38.51,49.09,30.86,58.05,104.93,SQUARE_MILK_90,60.849999999999994,87.6,27.189999999999998,-46.88000000000001,-74.07000000000001
481,40.32,19.77,38.6,49.06,30.9,57.58,101.31,SQUARE_MILK_90,60.09,87.66,26.68,-43.730000000000004,-70.41
482,40.32,19.7,38.59,48.99,30.86,57.57,104.95,SQUARE_MILK_90,60.019999999999996,87.58000000000001,26.71,-47.38,-74.09
483,40.44,19.67,38.49,49.53,31.29,57.53,111.83,SQUARE_MILK_90,60.11,88.02000000000001,26.240000000000002,-54.3,-80.53999999999999
484,40.41,19.67,38.96,49.07,31.38,57.61,18.29,SQUARE_MILK_90,60.08,88.03,26.23,39.32,13.09
485,40.38,19.72,38.57,49.09,30.92,58.42,17.15,SQUARE_MILK_90,60.1,87.66,27.5,41.27,13.770000000000003
486,40.33,19.3,38.54,49.45,30.87,58.42,18.2,SQUARE_MILK_90,59.629999999999995,87.99000000000001,27.55,40.22,12.670000000000002
487,40.34,19.7,38.52,49.4,31.32,57.52,108.2,SQUARE_MILK_90,60.040000000000006,87.92,26.200000000000003,-50.68,-76.88
488,40.37,19.68,38.59,49.01,30.87,57.6,105.83,SQUARE_MILK_90,60.05,87.6,26.73,-48.23,-74.96
489,40.37,19.73,38.49,49.01,30.88,84.64,106.9,SQUARE_MILK_90,60.099999999999994,87.5,53.760000000000005,-22.260000000000005,-76.02000000000001
490,40.36,19.26,38.53,49.09,30.94,58.06,12.49,SQUARE_MILK_90,59.620000000000005,87.62,27.12,45.57,18.450000000000003
491,40.3,19.74,38.61,49.08,30.9,57.94,99.18,SQUARE_MILK_90,60.03999999999999,87.69,27.04,-41.24000000000001,-68.28
492,40.34,19.3,38.93,49.06,30.84,57.61,105.35,SQUARE_MILK_90,59.64,87.99000000000001,26.77,-47.739999999999995,-74.50999999999999
493,40.31,19.73,38.47,49.1,30.9,57.65,104.83,SQUARE_MILK_90,60.040000000000006,87.57,26.75,-47.18,-73.93
494,40.33,19.69,38.54,49.02,30.83,58.42,111.35,SQUARE_MILK_90,60.019999999999996,87.56,27.590000000000003,-52.92999999999999,-80.52
495,40.33,19.7,38.6,48.99,30.83,57.99,67.1,SQUARE_MILK_90,60.03,87.59,27.160000000000004,-9.109999999999992,-36.269999999999996
496,40.35,19.25,38.56,49.12,30.85,57.15,119.41,SQUARE_MILK_90,59.6,87.68,26.299999999999997,-62.26,-88.56
497,40.43,19.68,38.56,49.96,30.86,57.93,112.06,SQUARE_MILK_90,60.11,88.52000000000001,27.07,-54.13,-81.2
498,40.34,19.7,38.49,49.44,30.91,57.62,111.5,SQUARE_MILK_90,60.040000000000006,87.93,26.709999999999997,-53.88,-80.59
499,40.42,19.7,38.51,49.69,30.9,57.91,111.54,SQUARE_MILK_90,60.120000000000005,88.19999999999999,27.009999999999998,-53.63000000000001,-80.64000000000001
500,40.3,19.31,38.57,49.14,30.96,57.53,110.89,SQUARE_MILK_90,59.61,87.71000000000001,26.57,-53.36,-79.93
