Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609585353,19.46,53.24,33.39,18.03,50.87,2114.0,107.46,SOAP_BOTTLE_SIDE
1609585371,19.38,53.2,33.37,18.0,50.84,2113.53,31.86,SOAP_BOTTLE_SIDE
1609585388,19.42,52.8,33.38,18.02,50.9,2113.95,7.58,SOAP_BOTTLE_SIDE
1609585406,19.39,52.79,33.42,18.09,50.87,2113.57,5.12,SOAP_BOTTLE_SIDE
1609585424,18.56,53.67,33.44,18.01,50.46,2113.52,107.46,SOAP_BOTTLE_SIDE
1609585441,19.47,53.24,33.85,18.04,50.89,2113.84,107.57,SOAP_BOTTLE_SIDE
1609585459,19.36,52.93,33.41,18.01,50.96,2114.07,4.37,SOAP_BOTTLE_SIDE
1609585477,18.96,52.77,33.79,18.05,51.26,2114.44,109.12,SOAP_BOTTLE_SIDE
1609585494,19.42,52.82,33.75,19.14,50.46,2113.59,16.06,SOAP_BOTTLE_SIDE
1609585512,19.04,53.2,33.82,18.04,51.29,2113.32,105.8,SOAP_BOTTLE_SIDE
1609585530,19.02,53.21,33.85,17.99,50.9,2113.86,106.55,SOAP_BOTTLE_SIDE
1609585547,19.03,52.85,33.81,17.98,50.86,2113.79,111.21,SOAP_BOTTLE_SIDE
1609585565,19.02,53.25,33.74,17.99,50.91,2113.38,62.2,SOAP_BOTTLE_SIDE
1609585583,19.07,52.88,33.86,17.95,51.54,2113.71,107.01,SOAP_BOTTLE_SIDE
1609585601,19.09,54.12,33.84,18.02,50.85,2113.28,105.47,SOAP_BOTTLE_SIDE
1609585618,19.05,54.08,33.33,18.0,50.93,2113.43,106.46,SOAP_BOTTLE_SIDE
1609585636,18.97,52.81,33.33,18.11,50.44,2113.78,106.15,SOAP_BOTTLE_SIDE
1609585654,19.04,52.9,33.39,18.09,50.9,2114.28,44.28,SOAP_BOTTLE_SIDE
1609585671,18.99,53.17,33.3,18.0,50.88,2114.41,81.35,SOAP_BOTTLE_SIDE
