Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609941575,46.92,150.38,40.29,40.57,49.08,49.0,104.42,SQUARE_MILK_90
1609941593,45.14,123.81,41.04,39.74,49.04,48.94,104.05,SQUARE_MILK_90
1609941610,45.55,120.05,40.31,39.31,49.07,48.91,104.58,SQUARE_MILK_90
1609941628,43.89,147.8,40.3,39.72,49.03,48.49,104.16,SQUARE_MILK_90
1609941645,47.31,119.24,40.28,39.76,49.13,48.54,103.92,SQUARE_MILK_90
1609941663,45.97,147.44,40.41,40.15,49.14,48.89,103.26,SQUARE_MILK_90
1609941680,45.55,120.47,40.29,39.38,49.41,48.91,103.91,SQUARE_MILK_90
1609941698,47.32,121.77,40.28,39.79,48.98,48.85,103.73,SQUARE_MILK_90
1609941716,46.48,146.92,40.4,39.61,49.08,47.88,104.42,SQUARE_MILK_90
1609941733,45.57,147.73,40.31,39.78,49.05,48.94,104.01,SQUARE_MILK_90
1609941751,44.13,149.92,41.17,39.38,49.03,49.39,103.88,SQUARE_MILK_90
1609941768,44.26,147.85,40.35,39.3,49.07,48.89,103.43,SQUARE_MILK_90
1609941786,46.85,149.91,40.38,39.67,48.99,48.96,104.21,SQUARE_MILK_90
1609941803,45.12,149.82,41.07,39.25,48.85,49.34,103.8,SQUARE_MILK_90
1609941821,45.22,119.94,40.34,39.7,49.03,49.31,105.09,SQUARE_MILK_90
1609941838,45.19,88.36,40.29,39.34,49.06,48.89,104.24,SQUARE_MILK_90
1609941856,43.49,148.15,40.32,39.74,49.01,49.39,104.69,SQUARE_MILK_90
1609941874,43.84,146.89,40.27,39.72,48.96,48.44,104.45,SQUARE_MILK_90
1609941891,44.7,146.91,40.32,39.68,49.41,48.85,103.82,SQUARE_MILK_90
1609941909,44.24,146.85,40.31,39.76,49.49,48.85,103.96,SQUARE_MILK_90
1609941926,45.08,146.46,40.29,39.66,49.01,48.9,107.93,SQUARE_MILK_90
1609941944,45.15,147.27,40.31,39.77,49.0,48.51,108.07,SQUARE_MILK_90
1609941961,44.68,146.48,40.38,39.74,49.01,48.93,103.33,SQUARE_MILK_90
