Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609928878,38.67,23.4,38.56,16.83,48.8,49.95,94.79,SQUARE_MILK_90
1609928896,38.72,23.32,38.55,16.79,48.8,50.03,97.94,SQUARE_MILK_90
1609928913,38.72,23.35,38.55,16.83,48.79,50.39,100.24,SQUARE_MILK_90
1609928931,38.27,22.53,38.52,16.79,48.63,50.44,4.59,SQUARE_MILK_90
1609928948,38.66,22.46,38.56,16.86,48.75,49.93,93.95,SQUARE_MILK_90
1609928966,38.63,23.31,38.55,16.76,48.84,49.98,98.95,SQUARE_MILK_90
1609928984,38.67,22.48,38.59,17.93,48.77,49.99,98.73,SQUARE_MILK_90
1609929001,38.67,22.54,38.53,16.81,48.89,50.01,99.44,SQUARE_MILK_90
1609929019,38.26,22.41,38.61,16.81,48.73,49.97,98.81,SQUARE_MILK_90
1609929036,38.62,23.35,38.57,16.78,48.86,50.42,98.86,SQUARE_MILK_90
1609929054,38.69,23.33,38.55,16.8,48.78,50.36,98.89,SQUARE_MILK_90
1609929071,38.64,22.5,38.61,16.76,48.8,49.97,99.43,SQUARE_MILK_90
1609929089,38.69,22.45,38.64,16.81,48.74,49.97,99.5,SQUARE_MILK_90
1609929106,38.22,22.52,38.54,17.16,48.74,49.98,99.29,SQUARE_MILK_90
1609929124,38.71,22.42,38.56,17.19,48.8,50.02,28.93,SQUARE_MILK_90
1609929142,38.67,22.55,38.56,16.83,48.79,50.04,102.54,SQUARE_MILK_90
1609929159,38.71,22.52,38.55,16.8,48.78,50.08,99.63,SQUARE_MILK_90
