Time,SensorId,Value
1609022381.3906028,HCSR04_001,50.47
1609022383.505474,HCSR04_001,288.74
1609022385.6188104,HCSR04_001,9.07
1609022387.7241924,HCSR04_001,14.01
1609022389.8301172,HCSR04_001,22.62
1609022391.9401271,HCSR04_001,154.37
