Time,SensorId,Value
1609151873.8053608,HCSR04_001,149.76
1609151876.2417858,HCSR04_002,6.35
1609151878.8780503,HCSR04_001,142.77
1609151881.4420705,HCSR04_002,5.77
1609151884.0617185,HCSR04_001,25.0
1609151886.3610692,HCSR04_002,166.2
