Time,SensorId,Value
1608993628.1864471,HCSR04_001,142.93
1608993630.2013826,HCSR04_001,145.47
1608993632.363267,HCSR04_001,5257.38
1608993634.5215023,HCSR04_001,5.9
1608993636.527357,HCSR04_001,46.45
1608993638.5350564,HCSR04_001,66.67
1608993640.5434117,HCSR04_001,60.81
1608993642.5499086,HCSR04_001,11.98
1608993644.5548072,HCSR04_001,4.99
1608993646.5594437,HCSR04_001,4.2
