Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609598795,18.53,15.22,17.8,48.97,50.96,2107.93,113.38,SOAP_BOTTLE_SIDE
1609598813,18.05,15.16,17.82,48.46,51.46,2109.32,85.81,SOAP_BOTTLE_SIDE
1609598831,18.12,15.26,17.86,48.82,51.47,2107.92,94.49,SOAP_BOTTLE_SIDE
1609598848,18.05,15.16,17.8,48.51,50.99,2108.24,89.99,SOAP_BOTTLE_SIDE
1609598866,18.09,15.15,17.73,48.86,50.57,2107.8,118.12,SOAP_BOTTLE_SIDE
1609598884,18.08,15.15,17.81,48.91,51.1,2108.58,84.91,SOAP_BOTTLE_SIDE
1609598901,18.07,15.19,18.63,48.86,50.96,2109.13,90.28,SOAP_BOTTLE_SIDE
1609598919,18.04,15.21,18.62,48.98,50.53,2108.05,116.9,SOAP_BOTTLE_SIDE
1609598937,18.16,15.18,18.62,48.49,50.62,2108.39,46.37,SOAP_BOTTLE_SIDE
1609598954,18.07,15.12,18.58,48.91,50.53,2109.12,108.91,SOAP_BOTTLE_SIDE
1609598972,18.06,15.15,18.6,48.96,50.54,2107.96,45.6,SOAP_BOTTLE_SIDE
