Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609688598,52.69,3.85,54.84,53.7,48.92,49.81,106.88,RECTANGULAR_BOX
1609688615,54.01,55.35,54.83,53.61,50.73,52.45,107.59,WALL_BALL
1609688633,39.35,37.53,41.72,38.53,50.34,116.68,99.82,SQUARE_MILK_90
1609688651,38.62,37.2,40.93,38.48,50.25,2129.18,103.99,SQUARE_MILK_90
1609688669,21.14,17.66,18.87,19.03,50.23,2128.99,61.04,SQUARE_MILK_45
1609688687,21.53,17.68,18.83,18.94,50.21,122.13,103.87,SQUARE_MILK_45
1609688705,20.46,17.38,20.2,17.94,50.6,58.1,24.91,SQUARE_MILK_45
1609688723,21.29,17.34,19.79,17.95,50.61,57.27,103.01,SQUARE_MILK_45
1609688741,20.84,16.87,21.04,18.33,51.91,55.58,103.71,BEAN_CAN
1609688758,53.59,17.86,55.65,19.3,50.63,52.94,101.78,GLASS
1609688776,52.7,17.37,55.22,18.0,50.17,55.58,102.22,GLASS
1609688794,53.47,17.43,55.71,18.33,103.04,93.38,5.72,GLASS
1609688812,24.68,9.33,18.74,19.7,52.01,53.4,66.88,BEAN_CAN
1609688830,54.41,5536.87,18.71,19.24,51.5,53.38,37.76,WALL_BALL
1609688848,55.2,3.79,18.69,19.18,51.96,53.39,107.35,BEAN_CAN
1609688865,54.82,141.6,18.67,19.24,51.53,53.03,99.4,WALL_BALL
1609688883,50.7,56.24,14.54,50.46,50.72,57.41,104.43,SOAP_BOTTLE_SIDE
1609688901,39.69,58.72,14.1,49.9,50.76,108.21,103.67,SQUARE_MILK_90
1609688919,39.81,33.86,14.44,49.99,52.79,64.0,104.57,SQUARE_MILK_90
1609688937,18.85,19.06,19.44,16.33,50.34,106.14,103.33,BEAR_BOTTLE
