Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609585735,53.25,18.5,22.04,17.39,49.88,2114.98,104.41,GLASS
1609585753,53.65,18.93,22.03,18.04,49.77,2114.28,106.73,GLASS
1609585770,52.89,18.46,22.06,17.44,49.84,120.55,72.16,GLASS
1609585788,52.81,18.53,21.61,17.42,49.78,52.11,110.37,GLASS
1609585806,53.27,18.44,21.62,17.47,50.33,52.07,109.74,GLASS
1609585823,53.2,18.45,21.62,17.42,50.27,52.46,66.81,GLASS
1609585841,53.25,18.04,21.59,17.45,50.64,52.48,110.29,GLASS
1609585858,53.26,18.55,21.61,17.48,49.84,52.1,110.16,GLASS
1609585876,53.69,18.56,21.54,17.4,49.84,52.08,105.06,GLASS
1609585893,53.19,18.52,21.65,17.43,50.17,52.12,102.3,GLASS
1609585911,53.25,18.53,21.66,17.36,50.23,52.52,110.77,GLASS
1609585929,53.29,18.09,21.62,17.43,50.69,51.6,65.25,GLASS
1609585946,53.13,18.06,21.59,17.42,50.22,52.46,58.16,GLASS
1609585964,53.61,18.47,22.53,17.49,50.21,51.66,106.83,GLASS
1609585981,53.29,18.06,21.59,16.12,50.27,52.14,105.91,GLASS
1609585999,53.23,18.49,21.68,17.46,49.84,52.09,105.93,GLASS
1609586016,53.61,18.04,21.63,17.42,50.26,52.07,32.13,GLASS
1609586034,53.7,18.5,21.13,17.39,50.66,52.04,106.98,GLASS
1609586051,53.2,18.56,21.68,17.42,50.32,52.1,107.35,GLASS
1609586069,53.63,18.51,21.63,17.41,50.28,52.1,117.08,GLASS
1609586087,53.25,18.43,21.63,17.37,50.68,52.12,6.18,GLASS
1609586104,53.61,18.49,21.64,17.37,49.77,52.05,105.15,GLASS
1609586122,53.27,18.49,21.62,17.43,49.84,51.63,104.65,GLASS
1609586139,53.26,18.56,21.57,17.38,50.23,52.16,105.82,GLASS
1609586157,53.14,18.51,21.63,17.32,50.53,52.49,107.28,GLASS
1609586174,52.82,18.48,21.57,17.4,49.86,51.68,110.79,GLASS
1609586192,53.68,18.45,21.56,17.5,50.21,50.87,111.19,GLASS
1609586210,53.61,18.46,21.61,17.43,49.72,52.19,81.15,GLASS
1609586227,53.65,18.49,21.65,17.46,49.81,52.53,106.92,GLASS
1609586245,53.62,18.42,21.61,17.36,50.31,52.11,106.56,GLASS
1609586262,53.65,18.56,21.63,17.42,49.81,52.44,34.33,GLASS
1609586280,52.8,18.5,21.61,17.46,49.77,52.53,80.79,GLASS
1609586297,53.66,18.53,21.59,17.39,50.25,52.51,107.74,GLASS
1609586315,52.88,18.55,21.68,17.46,50.58,52.52,107.61,GLASS
1609586333,53.66,18.44,21.64,17.47,49.76,52.17,105.99,GLASS
1609586350,53.6,18.5,21.57,17.38,50.29,51.63,34.81,GLASS
1609586368,53.65,18.51,21.65,17.41,50.67,52.56,7.55,GLASS
1609586385,53.18,18.5,21.59,17.37,50.18,52.47,107.77,GLASS
1609586403,53.26,18.5,21.62,17.46,49.82,52.54,111.14,GLASS
1609586420,53.58,18.52,21.71,17.3,50.27,51.7,110.65,GLASS
1609586438,53.65,18.54,21.64,17.45,50.2,51.68,111.14,GLASS
