Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609598272,18.98,16.36,17.96,18.52,50.3,41.11,114.16,BEAN_CAN
1609598289,19.03,16.34,17.95,18.15,50.59,40.27,110.03,BEAN_CAN
1609598307,19.96,16.38,17.98,18.51,50.69,40.15,113.45,BEAN_CAN
1609598325,18.94,16.3,17.89,18.11,50.64,39.33,110.29,BEAN_CAN
1609598342,18.94,16.29,17.94,18.06,51.05,40.59,109.67,BEAN_CAN
1609598360,19.0,16.31,17.9,18.08,50.65,40.17,110.03,BEAN_CAN
1609598377,19.05,16.34,17.88,18.09,50.66,40.12,40.13,BEAN_CAN
1609598395,18.98,16.4,17.94,18.08,50.71,40.22,61.07,BEAN_CAN
1609598412,19.05,16.29,17.89,18.12,50.68,40.17,4.19,BEAN_CAN
1609598430,19.04,16.38,18.0,18.16,50.63,40.24,58.58,BEAN_CAN
