Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609581616,54.02,54.54,59.54,54.48,49.57,51.3,93.14,A
1609581633,54.15,54.21,59.98,54.15,49.5,51.79,93.57,A
1609581651,54.05,55.02,60.37,54.12,49.55,51.4,97.04,A
1609581669,54.08,54.93,60.85,54.18,49.12,50.64,99.0,A
1609581686,54.07,54.94,61.72,53.68,49.52,51.29,53.55,A
1609581704,54.1,54.97,62.92,54.08,49.54,51.68,96.89,A
1609581721,53.68,54.61,63.36,53.69,49.52,51.74,94.7,A
1609581739,53.7,54.51,59.63,53.67,49.61,51.8,62.56,A
1609581756,53.72,54.96,62.08,54.13,49.53,51.81,96.96,A
1609581774,53.67,14.2,55.02,54.02,49.0,50.1,49.07,A
1609581792,54.41,54.14,57.52,54.01,48.94,50.42,13.37,A
1609581809,54.06,54.12,56.3,54.05,48.5,49.98,95.97,A
1609581827,54.53,54.04,55.8,53.71,48.58,49.95,99.75,A
1609581844,54.48,54.04,56.5,54.07,48.15,49.44,101.12,A
1609581862,53.66,7.61,61.69,54.52,48.43,49.93,101.15,A
1609581880,54.06,54.57,63.89,54.41,48.43,50.29,95.21,A
1609581897,54.55,54.53,63.48,54.06,48.46,49.4,95.8,A
1609581915,54.46,54.17,61.8,53.69,48.48,49.9,101.12,A
1609581932,54.52,54.48,55.93,54.11,48.02,50.38,100.84,A
