Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609600462,20.91,16.88,54.86,17.51,51.23,54.02,108.38,BALL_CENTER
1609600479,21.01,16.85,54.95,17.49,51.15,54.45,75.8,BALL_CENTER
1609600497,21.05,16.87,54.93,17.41,50.77,54.91,109.79,BALL_CENTER
1609600514,20.98,16.87,54.92,17.42,51.21,54.01,109.52,BALL_CENTER
1609600532,20.92,16.89,54.86,17.45,51.14,54.45,109.63,BALL_CENTER
1609600549,21.05,16.82,54.37,17.47,51.16,54.68,107.25,BALL_CENTER
1609600567,20.94,16.86,54.41,17.46,51.2,54.43,112.38,BALL_CENTER
1609600585,20.99,16.92,54.44,17.5,51.18,54.89,109.26,BALL_CENTER
1609600602,21.0,16.9,54.44,17.48,51.16,54.04,108.11,BALL_CENTER
1609600620,21.03,16.87,54.93,17.49,51.23,54.28,113.28,BALL_CENTER
1609600637,20.98,16.93,52.86,17.46,51.27,54.49,108.34,BALL_CENTER
1609600655,21.02,16.87,54.92,17.45,51.16,54.51,60.62,BALL_CENTER
1609600672,21.0,16.87,54.81,17.48,51.23,54.46,5.11,BALL_CENTER
1609600690,20.96,16.91,54.85,17.5,51.71,54.86,108.37,BALL_CENTER
1609600708,20.94,16.86,54.03,17.48,51.23,54.44,107.8,BALL_CENTER
