Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609929222,16.68,62.96,98.45,15.8,48.39,49.06,98.97,SQUARE_MILK_45
1609929240,16.71,64.33,99.38,15.86,48.36,49.88,97.9,SQUARE_MILK_45
1609929257,16.6,64.33,98.5,15.78,48.76,49.04,44.29,SQUARE_MILK_45
1609929275,16.67,64.23,98.56,15.75,48.83,49.89,98.54,SQUARE_MILK_45
1609929292,16.66,65.15,97.77,15.84,48.8,49.43,99.22,SQUARE_MILK_45
1609929310,16.56,63.84,153.25,15.81,48.36,49.93,29.8,SQUARE_MILK_45
1609929327,16.67,62.99,156.23,15.87,48.3,49.52,99.0,SQUARE_MILK_45
1609929345,16.65,63.88,99.43,15.75,48.78,49.56,99.57,SQUARE_MILK_45
1609929363,16.7,63.93,98.98,15.76,48.31,49.49,99.41,SQUARE_MILK_45
1609929380,16.68,64.7,98.16,15.77,48.4,49.2,99.33,SQUARE_MILK_45
1609929398,16.69,63.83,98.96,15.8,48.32,49.96,65.96,SQUARE_MILK_45
1609929415,16.6,64.79,98.6,15.77,48.75,49.85,100.27,SQUARE_MILK_45
1609929433,16.72,63.88,98.08,15.81,48.33,49.96,99.05,SQUARE_MILK_45
