Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609603290,40.3,19.77,38.51,49.06,30.95,57.67,109.99,SQUARE_MILK_90
1609603307,40.84,19.63,39.02,49.95,30.91,57.15,105.92,SQUARE_MILK_90
1609603325,41.19,19.63,39.64,49.52,30.88,58.42,111.83,SQUARE_MILK_90
1609603342,41.19,19.66,38.51,49.09,30.86,58.05,104.93,SQUARE_MILK_90
1609603360,40.32,19.77,38.6,49.06,30.9,57.58,101.31,SQUARE_MILK_90
1609603378,40.32,19.7,38.59,48.99,30.86,57.57,104.95,SQUARE_MILK_90
1609603395,40.44,19.67,38.49,49.53,31.29,57.53,111.83,SQUARE_MILK_90
1609603413,40.41,19.67,38.96,49.07,31.38,57.61,18.29,SQUARE_MILK_90
1609603430,40.38,19.72,38.57,49.09,30.92,58.42,17.15,SQUARE_MILK_90
1609603448,40.33,19.3,38.54,49.45,30.87,58.42,18.2,SQUARE_MILK_90
1609603465,40.34,19.7,38.52,49.4,31.32,57.52,108.2,SQUARE_MILK_90
1609603483,40.37,19.68,38.59,49.01,30.87,57.6,105.83,SQUARE_MILK_90
1609603501,40.37,19.73,38.49,49.01,30.88,84.64,106.9,SQUARE_MILK_90
1609603518,40.36,19.26,38.53,49.09,30.94,58.06,12.49,SQUARE_MILK_90
1609603536,40.3,19.74,38.61,49.08,30.9,57.94,99.18,SQUARE_MILK_90
1609603553,40.34,19.3,38.93,49.06,30.84,57.61,105.35,SQUARE_MILK_90
1609603571,40.31,19.73,38.47,49.1,30.9,57.65,104.83,SQUARE_MILK_90
1609603588,40.33,19.69,38.54,49.02,30.83,58.42,111.35,SQUARE_MILK_90
1609603606,40.33,19.7,38.6,48.99,30.83,57.99,67.1,SQUARE_MILK_90
1609603623,40.35,19.25,38.56,49.12,30.85,57.15,119.41,SQUARE_MILK_90
1609603641,40.43,19.68,38.56,49.96,30.86,57.93,112.06,SQUARE_MILK_90
1609603659,40.34,19.7,38.49,49.44,30.91,57.62,111.5,SQUARE_MILK_90
1609603676,40.42,19.7,38.51,49.69,30.9,57.91,111.54,SQUARE_MILK_90
1609603694,40.3,19.31,38.57,49.14,30.96,57.53,110.89,SQUARE_MILK_90
