Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,ObjectClass
1609432735,44.46,10.99,20.55,40.71,SOAP_BOTTLE
1609432745,43.64,18.96,20.62,40.67,SOAP_BOTTLE
1609432755,43.99,10.96,20.56,40.68,SOAP_BOTTLE
1609432765,44.33,18.91,20.56,40.61,SOAP_BOTTLE
1609432775,43.96,11.03,20.54,40.78,SOAP_BOTTLE
1609432785,45.39,11.03,20.56,40.7,SOAP_BOTTLE
1609432795,44.47,10.94,20.6,40.63,SOAP_BOTTLE
1609432806,44.41,10.95,20.46,40.77,SOAP_BOTTLE
1609432816,44.49,18.92,20.62,40.66,SOAP_BOTTLE
