Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,ObjectClass
1609431521,89.18,215.3,5097.85,89.69,A
1609431531,91.4,214.88,4.02,89.82,A
1609431542,91.39,214.85,5101.8,89.69,A
1609431552,91.83,5503.7,3.97,89.77,A
1609431562,91.38,4.26,5090.21,89.7,A
1609431573,91.95,5462.45,4.0,89.37,A
1609431583,91.46,4.22,5069.42,89.71,A
1609431593,91.38,5445.24,3.94,89.71,A
1609431604,91.46,4.31,5102.24,89.37,A
1609431614,91.06,5454.32,3.98,89.71,A
