Time,SensorId,Value
1609152318.5627544,HCSR04_001,7.08
1609152320.6660538,HCSR04_002,8.18
1609152323.0041885,HCSR04_001,191.25
1609152325.113752,HCSR04_002,7.18
1609152327.2233984,HCSR04_001,142.31
1609152329.3325243,HCSR04_002,8.15
1609152332.3597438,HCSR04_001,7.2
1609152334.46388,HCSR04_002,8.3
