,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass,HCSR04_001_empty,HCSR04_002_empty,HCSR04_003_empty,HCSR04_004_empty,HCSR04_005_empty,HCSR04_006_empty,HCSR04_007_empty,HCSR04_001_BIN,HCSR04_002_BIN,HCSR04_003_BIN,HCSR04_004_BIN,HCSR04_005_BIN,HCSR04_006_BIN,HCSR04_007_BIN
216,20.94,39.66,33.91,19.14,51.06,2108.05,120.5,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
217,20.93,38.86,33.88,19.1,51.0,2106.89,108.36,8,0,0,0,0,0,0,1,0,0,0,2,1,1,1
218,20.89,39.14,33.97,19.1,50.99,2106.86,113.53,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
219,20.85,38.46,33.95,19.12,51.08,2108.49,113.08,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
220,22.55,38.75,33.95,19.11,51.04,2107.86,112.59,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
221,20.82,38.86,33.93,19.05,51.05,2107.67,59.88,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
222,20.92,38.42,33.93,18.38,51.08,2108.1,113.19,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
223,20.87,38.81,34.31,19.06,51.02,2107.56,113.05,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
224,20.97,38.8,33.95,19.08,51.08,2107.22,111.84,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1
225,20.82,38.42,33.93,19.11,51.01,2107.98,108.62,8,0,0,0,0,0,0,1,0,0,0,2,1,1,1
226,21.37,38.38,34.29,19.12,51.05,2107.38,110.44,8,0,0,0,0,0,0,1,0,0,0,2,1,1,1
227,22.51,17.41,17.93,20.99,50.27,109.89,110.14,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
228,22.57,17.37,18.01,21.48,50.36,2107.67,109.62,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
229,22.63,17.36,17.91,20.53,50.3,2107.24,110.37,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
230,22.64,17.32,17.89,20.56,50.25,2106.79,110.62,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
231,22.6,17.37,17.95,21.46,50.38,2107.4,108.9,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
232,20.91,17.34,17.98,20.57,50.33,2107.55,114.25,9,0,0,0,0,0,0,0,0,2,2,0,1,1,1
233,22.56,17.37,17.86,20.6,50.8,2108.85,110.54,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
234,22.62,17.36,17.92,20.98,50.71,2107.53,101.83,9,0,0,0,0,0,0,0,0,2,2,0,1,1,1
235,22.58,17.43,17.95,20.58,50.4,2108.33,110.01,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
236,22.6,17.4,18.03,21.49,50.33,2108.2,110.5,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
237,22.56,17.33,17.96,21.41,50.31,2108.93,109.52,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
238,22.54,17.33,17.92,20.64,50.31,2109.13,109.33,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
239,22.53,17.31,17.93,21.45,50.38,2107.72,110.31,9,0,0,0,0,0,0,1,0,2,2,0,1,1,1
240,18.44,18.26,18.79,17.44,32.63,52.82,108.85,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
241,18.55,18.27,18.41,17.45,32.69,52.36,108.53,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
242,18.43,18.21,18.79,17.47,32.6,52.91,107.86,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
243,18.53,18.32,18.34,17.44,31.19,52.43,107.71,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
244,18.52,18.24,18.81,17.45,32.67,52.82,113.65,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
245,18.44,18.27,18.41,17.42,32.64,52.8,93.23,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
246,18.49,18.2,18.84,17.4,32.54,52.36,112.62,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
247,18.45,19.32,18.77,17.46,32.6,52.34,112.37,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
248,18.49,18.31,18.35,17.47,33.01,52.77,110.56,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
249,18.44,18.2,18.82,17.5,33.05,52.87,111.24,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
250,18.4,18.27,18.76,16.27,32.6,52.38,112.22,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
251,18.47,18.26,18.74,17.39,32.65,52.42,106.99,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
252,18.51,18.29,18.81,17.46,32.6,52.39,108.78,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
253,18.47,19.1,18.78,17.49,32.62,52.39,107.73,9,0,0,0,0,0,0,1,2,2,2,2,0,1,1
254,18.49,18.35,18.87,17.5,32.61,52.31,119.21,9,0,0,0,0,0,0,0,2,2,2,2,0,1,1
255,18.48,18.19,18.81,17.5,32.65,51.81,107.05,9,0,0,0,0,0,1,1,2,2,2,2,0,1,1
256,18.44,17.29,18.81,17.51,32.48,33.56,107.26,9,0,0,0,0,0,0,1,2,2,2,2,0,0,1
257,39.52,17.28,39.06,37.79,50.34,63.01,109.98,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
258,39.53,17.27,39.07,38.28,50.39,63.07,110.26,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
259,39.45,17.26,38.63,37.76,50.35,63.87,109.81,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
260,39.51,17.25,39.09,37.86,50.29,63.43,114.71,10,0,0,0,0,0,0,0,0,2,0,0,1,1,1
261,39.47,17.23,39.03,38.16,50.4,63.92,81.23,10,0,0,0,0,0,0,0,0,2,0,0,1,1,1
262,39.49,17.28,39.01,38.22,50.32,63.49,113.47,10,0,0,0,0,0,0,0,0,2,0,0,1,1,1
263,38.68,17.28,38.62,38.19,50.33,62.72,110.4,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
264,38.68,17.32,38.56,37.82,50.41,63.01,109.56,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
265,39.04,17.21,38.72,37.85,50.46,63.97,112.85,10,0,0,0,0,1,0,0,0,2,0,0,1,1,1
266,39.55,17.28,38.66,37.85,50.28,62.97,109.0,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
267,39.45,17.24,38.6,37.8,50.85,64.39,109.27,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
268,39.48,17.28,38.63,37.88,50.38,63.98,109.03,10,0,0,0,0,0,0,1,0,2,0,0,1,1,1
269,39.47,17.19,38.6,37.88,50.34,63.05,114.86,10,0,0,0,0,0,0,0,0,2,0,0,1,1,1
270,39.5,17.26,38.65,37.75,50.43,63.43,109.16,10,0,0,0,0,1,0,1,0,2,0,0,1,1,1
271,40.3,19.77,38.51,49.06,30.95,57.67,109.99,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
272,40.84,19.63,39.02,49.95,30.91,57.15,105.92,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
273,41.19,19.63,39.64,49.52,30.88,58.42,111.83,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
274,41.19,19.66,38.51,49.09,30.86,58.05,104.93,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
275,40.32,19.77,38.6,49.06,30.9,57.58,101.31,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
276,40.32,19.7,38.59,48.99,30.86,57.57,104.95,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
277,40.44,19.67,38.49,49.53,31.29,57.53,111.83,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
278,40.34,19.7,38.52,49.4,31.32,57.52,108.2,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
279,40.37,19.68,38.59,49.01,30.87,57.6,105.83,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
280,40.37,19.73,38.49,49.01,30.88,84.64,106.9,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
281,40.3,19.74,38.61,49.08,30.9,57.94,99.18,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
282,40.34,19.3,38.93,49.06,30.84,57.61,105.35,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
283,40.31,19.73,38.47,49.1,30.9,57.65,104.83,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
284,40.33,19.69,38.54,49.02,30.83,58.42,111.35,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
285,40.35,19.25,38.56,49.12,30.85,57.15,119.41,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
286,40.43,19.68,38.56,49.96,30.86,57.93,112.06,10,0,0,0,0,0,0,0,1,2,0,1,0,1,1
287,40.34,19.7,38.49,49.44,30.91,57.62,111.5,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
288,40.42,19.7,38.51,49.69,30.9,57.91,111.54,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
289,40.3,19.31,38.57,49.14,30.96,57.53,110.89,10,0,0,0,0,0,0,1,1,2,0,1,0,1,1
290,53.78,52.09,54.46,50.67,51.71,51.74,108.4,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
291,53.79,52.11,54.42,49.42,50.8,51.78,109.06,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
292,54.26,51.66,54.42,49.42,51.19,52.16,106.53,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1
293,53.83,52.5,54.33,48.94,51.21,52.16,107.93,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1
294,54.25,52.1,54.38,48.5,51.35,51.73,106.88,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
295,54.25,51.25,54.39,49.36,51.77,52.08,112.6,11,0,0,0,0,0,0,0,1,1,1,1,1,1,1
296,54.26,52.02,54.45,48.57,50.9,52.18,111.7,11,0,0,0,0,0,0,0,1,1,1,1,1,1,1
297,53.78,51.28,54.34,48.56,50.79,51.77,111.41,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
298,53.46,56.48,55.17,52.21,51.75,51.72,109.71,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
299,53.49,56.07,54.78,52.15,51.24,51.77,110.74,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
300,53.38,55.6,55.13,52.2,51.2,52.21,113.83,11,0,0,0,0,0,0,0,1,1,1,1,1,1,1
301,53.4,56.77,55.14,51.74,51.67,51.64,107.98,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
302,53.43,55.59,55.07,52.16,51.25,51.77,109.41,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
303,53.4,55.57,55.13,52.1,51.71,52.6,107.89,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1
304,53.83,55.6,55.14,52.53,51.29,51.7,111.39,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
305,53.4,55.97,55.08,52.22,51.17,51.74,109.09,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1
306,53.41,55.63,54.76,52.12,51.24,52.51,108.74,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1
